index,product,category,sub_category,brand,sale_price,market_price,type,rating,description,rating_clean
8877,Premium Care New Baby - 24 Diapers,Baby Care,Diapers & Wipes,Pampers ,275.0,299.0,Diapers,3.9,"These premium care pants are cotton-like soft and have revolutionary S curve which protects your baby's delicate skin from rash and redness. Compared to ordinary Pants, these Pants have unique features like all-around softness, breathable materials for best skin comfort, wetness indicator to tell you when to change, disposal tape for easy disposal and magic gel which keeps your baby dry for up to 12 hours.",3.9
8945,IQ+ Maternal Nutrition With DHA Health Drink - Vanilla Delight Flavour,Baby Care,Mothers & Maternity,SimMom,515.0,515.0,Maternity Health Supplements,4.1,"SimMom IQ+ is a specialised nutrition offering with IQ+ blend of brain nutrients & high-quality protein that helps in your foetal brain development and healthy birthing. It provides the energy, protein and calcium needs of a pregnant or breastfeeding mother. It helps in healthy weight gain which is required during pregnancy as it is low in fat and sugar, has zero trans fats and has high-quality protein.Just two servings of SimMom IQ+ TM every day will help meet 100% RDA* requirements of key nutrients during pregnancy and lactation.",4.1
8992,Splashers Large - 11 Disposable Swim Diaper Pants,Baby Care,Diapers & Wipes,Pampers ,999.0,999.0,Diapers,3.0,"Your baby is free to make a splash in Pampers Splashers disposable swim diapers! Pampers Splashers don't swell in water like regular diapers, giving your baby a comfortable fit when wet or dry. For secure protection in the water, Splashers Dual-Leak Guard Barriers fit snugly around your baby's legs to help contain messes, making them perfect for the pool, beach, splash park, and more. Only Pampers Splashers are designed with a 360 Degree, all-around stretchy waistband that fits like swimwear and easily pulls on and off even when wet. Plus, Splashers are equipped with Easy-Tear Sides for quick disposal with less mess, and our adorable, swim-inspired, all-over graphics look like real swimwear. Pampers Splashers make a day at the pool even more fun.",3.0
9013,Baby Dry Medium (6-11 kg) - 66 Diapers,Baby Care,Diapers & Wipes,Pampers ,828.71,1049.0,Diapers,4.0,"Let your baby's skin breathe easy with the airy, soft comfort offered by the Pampers diapers. These tape-styles Pamper diapers are easy to put on your baby and change, which comes as a great help to mothers. These comfort fitting diapers with stretchable sides are best for your baby's rest and playtime Offering complete care and protection, these baby diaper will help keep your baby smiling and comfortable at all times. With Magic gel layer, these baby diaper offers overnight dryness and protects your baby's delicate skin from the rash.",4.0
9084,"New Diapers Pants, Large",Baby Care,Diapers & Wipes,Pampers ,195.02,199.0,Diapers,3.8,"Pampers dry, pants style diapers are the only pants in India with new air channels that provide your baby with breathable dryness overnight. It contains a magic gel that locks wetness away for up to 12 hours and the new and improved design enables a comfortable fit, closer to the baby's body. The diaper pants have a flexible waistband that adapts to the baby's movements for a comfortable fit, while the baby lotion with aloe vera helps protect your baby's delicate skin from diaper rash and irritation. The diaper pants top layer is made of a cotton-like soft material, for a comfortable night sleep, while the exterior has fun graphics, designs and characters on it.",3.8
9106,Wonder Pants - Extra Small Size,Baby Care,Diapers & Wipes,Huggies,1051.34,1149.0,Diapers,4.6,"Your baby spends a good part of their day in a diaper. Therefore, choosing the right diaper for their tender and delicate skin is extremely important. And this is where, we introduce our next-generation product, India’s 1st diaper pants with the unique Bubble-Bed technology. There are 3 areas where a diaper surrounds the baby’s skin – the baby’s bottom, the baby’s waist, and the baby’s thigh. The skin of the baby in all these areas is extremely delicate and sensitive. The 3-D Bubble-BedTM in the inside layer of the diaper is super fluffy and provides cotton-like softness to the baby’s skin.",4.6
9119,Baby Milk Soap - Mildness,Baby Care,Baby Bath & Hygiene,Johnson's baby,55.0,55.0,Baby Bath,4.4,"Johnsons baby soap is cleanse your babys face and body with this form-fitting, grippable bar for easy bathing. keep your babys skin feeling healthy and smooth with this soap.  For Beauty tips, tricks & more visit http://lookbeautiful.in/",4.4
9149,Babycare Gift Pack,Baby Care,Baby Bath & Hygiene,Himalaya Baby,470.0,470.0,Baby Gift Sets,4.6,"Himalaya brings to you this Baby care Gift that has been made to the highest safety standards to provide your babies with products that are nothing but the best. It contains: Gentle Baby Shampoo - 200 ml, Baby Cream - 50 ml, Diaper Rash Cream - 20 gm, Gentle Baby Soap - 125 gm, Baby Massage Oil - 100 ml, Baby Powder - 100 gm, Gentle Baby Wipes - 12 nos.",4.6
9155,Silicone Pacifier Step 1 - Mouse,Baby Care,Baby Accessories,Pigeon Baby,249.0,249.0,Soothers & Teethers,,"Pigeon Oral Development Pacifier System supports the babies to have a natural suck. The pacifiers satisfy their needs and soothe their emotions. Apart from that, pacifiers also help babies to learn nasal breathing. When babies begin to wean and talk, they tend to breathe through their mouths. Unlike the nose, the mouth is not able to filter or humidify the air, which means the dust and infections can enter the mouth, affecting babies immunity directly. Also, the pacifiers thus promote natural nasal breathing, which helps to reduce the possibility of infection through mouth-breathing. It also promotes nasal breathing and the thin lip contact area promotes the healthy development of teeth. It perfectly fits the mouth of a teething baby and the snug-fitting shield conforms to the international safety standards. The soft tip underneath and firm tip on top facilitates the babys natural sucking reflex action activates the brain. It exudes a psychological stabilising effect and the breather holes on the shield for safety. The protective hood for covering the nipple when not in use. This nipple is of perfect shape and size to fit into the sucking fossa of the baby. The inner vertical lines make it collapse-resistant and the textured surface allows the baby to latch on easily. It is 100% silicone nipple, super soft and flexible, allows natural and smooth tongue movement. The air ventilation system reduces intake of gas, which is the potential cause of colic.",
9159,Nature Care Diaper Pants - Small Size,Baby Care,Diapers & Wipes,Huggies,1091.09,1199.0,Diapers,,"Nature's gentle protection for your baby's delicate skin. Presenting the new Huggies Nature Care Diaper Pants. Made with organic cotton and a pH balanced liner, it's the ideal pant-style diaper for your little one's delicate skin. With no added parabens, latex & chlorine it gently protects your baby's skin. It's more than a diaper pant, it's a hug from Nature. Made with organic cotton and a pH balanced liner with no added parabens, latex & chlorine with the wetness indicator.",
9224,Baby Happy Xtra Small - 24 Diapers,Baby Care,Diapers & Wipes,Bella,313.0,319.0,Diapers,3.9,"Bella Baby Happy is the European brand of premium Baby diapers, IMPORTED FROM EUROPE. The unique construction of Extra Small Happy Diapers with a special umbilical cord cutting is designed for newborn babies. Free airflow facilitates healing and minimises the risk of irritation in the sensitive Baby's navel area. Happy diapers are featured with cutting - edge DIAPER RASH FREE SYSTEM - a complex of unique features that keep your Baby's skin healthy. Happy diapers prevent the appearance of rashes irritations, allergies and reddening. AIR CIRCULATION - special outer cover allows full air circulation that keeps the right temperature inside a diaper, lets the vapour go through and keeps your Baby's skin dry, fresh and healthy. GREEN TEA EXTRACT - green tea extract has antibacterial & anti-inflammatory properties and it neutralizes the unpleasant smell. SKIN FRIENDLY TECHNOLOGY - latex and chlorine-free components minimise the risk of rashes and allergic reactions. MAGIC GEL - magic pearls transform the liquid into gel and isolate wetness from Baby's bottom. Fast absorption effectively protects against leakages and ensures maximum dryness. Gentle gathers on both sides of a diaper hold the moisture inside and prevent leakages. Elastic tapes guarantee freedom of movement with no pressure on Baby's delicate skin. Symmetrical pictures in front of a diaper enable proper fastening. Wetness indicator informs when a diaper should be changed",3.9
9346,Silicone Pacifier Step 3 - Dog,Baby Care,Baby Accessories,Pigeon Baby,249.0,249.0,Soothers & Teethers,3.0,"Pigeon Oral Development Pacifier System supports the babies to have a natural suck. The pacifiers satisfy their needs and soothe their emotions. Apart from that, pacifiers also help babies to learn nasal breathing. When babies begin to wean and talk, they tend to breathe through their mouths. Unlike the nose, the mouth is not able to filter or humidify the air, which means the dust and infections can enter the mouth, affecting babies immunity directly. Also, the pacifiers thus promote natural nasal breathing, which helps to reduce the possibility of infection through mouth-breathing. It also promotes nasal breathing and the thin lip contact area promotes the healthy development of teeth. It perfectly fits the mouth of a teething baby and the snug-fitting shield conforms to the international safety standards. The soft tip underneath and firm tip on top facilitates the babys natural sucking reflex action activates the brain. It exudes a psychological stabilising effect and the breather holes on the shield for safety. The protective hood for covering the nipple when not in use. This nipple is of perfect shape and size to fit into the sucking fossa of the baby. The inner vertical lines make it collapse-resistant and the textured surface allows the baby to latch on easily. It is 100% silicone nipple, super soft and flexible, allows natural and smooth tongue movement. The air ventilation system reduces intake of gas, which is the potential cause of colic.",3.0
9368,Natural Baby Sunscreen,Baby Care,Baby Bath & Hygiene,The Moms Co,474.0,474.0,Baby Creams & Lotions,2.3,"Our Mineral Based Sunscreen is an SPF 50+, water-resistant, toxin-free combination of Titanium Dioxide, Zinc Oxide and 4 powerful oils that protect delicate skin from harmful UV-A & UV-B rays.
SPF 50+, PA++, Water Resistant.
With USDA-Certified Organic Actives.
Clinically Tested for Safety. Hypoallergenic, Mild & Gentle.",2.3
